route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
3,246097324610015,246097324610015+1822728+1,Stamford,1360,0,,16,1,1
3,246097324610015,246097324610015+1822731+0,Grand Central,1361,1,,5,1,0
3,246097324610015,246097324610015+1822734+1,Old Greenwich,1362,0,,16,1,1
3,246097324610015,246097324610015+1822737+0,Grand Central,1363,1,,5,1,0
3,246097324610015,246097324610015+1822740+0,Grand Central,1365,1,,5,1,0
3,246097324610015,246097324610015+1822743+0,Grand Central,1367,1,,5,1,0
3,246097324610015,246097324610015+1822746+1,Stamford,1368,0,,16,1,1
3,246097324610015,246097324610015+1822750+0,Grand Central,1369,1,,5,1,0
3,246097324610015,246097324610015+1822753+1,Stamford,1370,0,,16,1,1
3,246097324610015,246097324610015+1822756+0,Grand Central,1371,1,,5,1,0
3,246097324610015,246097324610015+1822759+0,Grand Central,1373,1,,5,1,0
3,246097324610015,246097324610015+1822762+1,Stamford,1374,0,,16,1,1
3,246097324610015,246097324610015+1822765+0,Grand Central,1375,1,,5,1,0
3,246097324610015,246097324610015+1822768+1,Stamford,1376,0,,16,1,1
3,246097324610015,246097324610015+1822771+0,Grand Central,1379,1,,5,1,0
3,246097324610015,246097324610015+1822774+0,Grand Central,1381,1,,5,1,0
3,246097324610015,246097324610015+1822777+1,Stamford,1382,0,,16,1,1
3,246097324610015,246097324610015+1822780+0,Grand Central,1383,1,,5,1,0
3,246097324610015,246097324610015+1822783+0,Stamford,1384,0,,16,1,0
3,246097324610015,246097324610015+1822787+0,Grand Central,1385,1,,5,1,0
3,246097324610015,246097324610015+1822791+0,Stamford,1386,0,,16,1,0
3,246097324610015,246097324610015+1822794+0,Grand Central,1387,1,,5,1,0
3,246097324610015,246097324610015+1822797+0,Stamford,1388,0,,16,1,0
3,246097324610015,246097324610015+1822800+0,Grand Central,1389,1,,5,1,0
3,246097324610015,246097324610015+1822803+0,Stamford,1390,0,,16,1,0
3,246097324610015,246097324610015+1822806+0,Grand Central,1391,1,,5,1,0
3,246097324610015,246097324610015+1822809+0,Stamford,1392,0,,16,1,0
3,246097324610015,246097324610015+1822812+0,Grand Central,1393,1,,5,1,0
3,246097324610015,246097324610015+1822815+0,Stamford,1394,0,,16,1,0
3,246097324610015,246097324610015+1822818+0,Grand Central,1395,1,,5,1,0
3,246097324610015,246097324610015+1822821+0,Grand Central,1397,1,,5,1,0
3,246097324610015,246097324610015+1822825+0,Stamford,1398,0,,16,1,0
3,246097324610015,246097324610015+1822832+0,New Haven,1402,0,,16,1,0
3,246097324610015,246097324610015+1822835+0,Stamford,1404,0,,16,1,0
3,246097324610015,246097324610015+1822839+1,Stamford,1406,0,,16,1,1
3,246097324610015,246097324610015+1822843+1,Grand Central,1407,1,,5,1,1
3,246097324610015,246097324610015+1822846+1,Stamford,1408,0,,16,1,1
3,246097324610015,246097324610015+1822850+1,Grand Central,1409,1,,5,1,1
3,246097324610015,246097324610015+1822853+1,Stamford,1410,0,,16,1,1
3,246097324610015,246097324610015+1822856+0,New Haven,1416,0,,16,1,0
3,246097324610015,246097324610015+1822863+1,Grand Central,1429,1,,5,1,1
3,246097324610015,246097324610015+1822866+1,Grand Central,1431,1,,5,1,1
3,246097324610015,246097324610015+1822869+1,Grand Central,1433,1,,5,1,1
3,246097324610015,246097324610015+1822873+1,South Norwalk,1442,0,,16,1,1
3,246097324610015,246097324610015+1822876+0,Grand Central,1445,1,,5,1,0
3,246097324610015,246097324610015+1822879+1,Bridgeport,1456,0,,16,1,1
3,246097324610015,246097324610015+1822882+1,South Norwalk,1458,0,,16,1,1
3,246097324610015,246097324610015+1822886+0,Grand Central,1471,1,,5,1,0
3,246097324610015,246097324610015+1822889+0,Grand Central,1473,1,,5,1,0
3,246097324610015,246097324610015+1822892+0,Grand Central,1497,1,,5,1,0
3,246097324610015,246097324610015+1822896+0,New Haven,1500,0,,16,1,0
3,246097324610015,246097324610015+1822902+0,Grand Central,1503,1,,5,1,0
3,246097324610015,246097324610015+1822906+0,New Haven-State St,1504,0,,16,1,0
3,246097324610015,246097324610015+1822910+1,New Haven-State St,1506,0,,16,1,1
3,246097324610015,246097324610015+1822913+1,Grand Central,1507,1,,5,1,1
3,246097324610015,246097324610015+1822916+1,New Haven,1508,0,,16,1,1
3,246097324610015,246097324610015+1822920+1,Grand Central,1509,1,,5,1,1
3,246097324610015,246097324610015+1822924+1,New Haven-State St,1510,0,,16,1,1
3,246097324610015,246097324610015+1822927+1,Grand Central,1511,1,,5,1,1
3,246097324610015,246097324610015+1822930+1,New Haven,1512,0,,16,1,1
3,246097324610015,246097324610015+1822933+1,Grand Central,1513,1,,5,1,1
3,246097324610015,246097324610015+1822936+1,New Haven-State St,1514,0,,16,1,1
3,246097324610015,246097324610015+1822939+0,New Haven,1516,0,,16,1,0
3,246097324610015,246097324610015+1822942+1,Grand Central,1517,1,,5,1,1
3,246097324610015,246097324610015+1822945+0,New Haven-State St,1518,0,,16,1,0
3,246097324610015,246097324610015+1822948+0,New Haven,1520,0,,16,1,0
3,246097324610015,246097324610015+1822951+0,New Haven,1522,0,,16,1,0
3,246097324610015,246097324610015+1822954+0,New Haven,1524,0,,16,1,0
3,246097324610015,246097324610015+1822957+1,Grand Central,1525,1,,5,1,1
3,246097324610015,246097324610015+1822960+0,New Haven,1526,0,,16,1,0
3,246097324610015,246097324610015+1822963+0,New Haven,1528,0,,16,1,0
3,246097324610015,246097324610015+1822966+1,Grand Central,1529,1,,5,1,1
3,246097324610015,246097324610015+1822969+0,New Haven,1530,0,,16,1,0
3,246097324610015,246097324610015+1822972+1,Grand Central,1531,1,,5,1,1
3,246097324610015,246097324610015+1822975+0,New Haven,1532,0,,16,1,0
3,246097324610015,246097324610015+1822978+1,Grand Central,1533,1,,5,1,1
3,246097324610015,246097324610015+1822981+0,New Haven,1534,0,,16,1,0
3,246097324610015,246097324610015+1822984+1,Grand Central,1535,1,,5,1,1
3,246097324610015,246097324610015+1822987+0,New Haven,1536,0,,16,1,0
3,246097324610015,246097324610015+1822991+0,New Haven,1538,0,,16,1,0
3,246097324610015,246097324610015+1822996+0,New Haven,1540,0,,16,1,0
3,246097324610015,246097324610015+1822999+0,Grand Central,1541,1,,5,1,0
3,246097324610015,246097324610015+1823002+1,New Haven,1542,0,,16,1,1
3,246097324610015,246097324610015+1823006+1,New Haven,1544,0,,16,1,1
3,246097324610015,246097324610015+1823009+0,Grand Central,1545,1,,5,1,0
3,246097324610015,246097324610015+1823012+1,New Haven,1546,0,,16,1,1
3,246097324610015,246097324610015+1823016+1,New Haven,1548,0,,16,1,1
3,246097324610015,246097324610015+1823019+0,Grand Central,1549,1,,5,1,0
3,246097324610015,246097324610015+1823022+0,Grand Central,1551,1,,5,1,0
3,246097324610015,246097324610015+1823025+1,New Haven,1552,0,,16,1,1
3,246097324610015,246097324610015+1823028+0,Grand Central,1553,1,,5,1,0
3,246097324610015,246097324610015+1823031+1,New Haven,1554,0,,16,1,1
3,246097324610015,246097324610015+1823034+0,Grand Central,1555,1,,5,1,0
3,246097324610015,246097324610015+1823037+1,New Haven,1556,0,,16,1,1
3,246097324610015,246097324610015+1823040+0,Grand Central,1557,1,,5,1,0
3,246097324610015,246097324610015+1823043+0,Grand Central,1559,1,,5,1,0
3,246097324610015,246097324610015+1823047+0,Grand Central,1561,1,,5,1,0
3,246097324610015,246097324610015+1823050+1,New Haven,1562,0,,16,1,1
3,246097324610015,246097324610015+1823053+0,Grand Central,1563,1,,5,1,0
3,246097324610015,246097324610015+1823056+0,Grand Central,1565,1,,5,1,0
3,246097324610015,246097324610015+1823059+0,Grand Central,1567,1,,5,1,0
3,246097324610015,246097324610015+1823063+0,Grand Central,1569,1,,5,1,0
3,246097324610015,246097324610015+1823066+1,New Haven,1570,0,,16,1,1
3,246097324610015,246097324610015+1823069+0,Grand Central,1571,1,,5,1,0
3,246097324610015,246097324610015+1823073+0,Grand Central,1573,1,,5,1,0
3,246097324610015,246097324610015+1823076+1,New Haven,1574,0,,16,1,1
3,246097324610015,246097324610015+1823080+0,Grand Central,1575,1,,5,1,0
3,246097324610015,246097324610015+1823083+1,New Haven,1576,0,,16,1,1
3,246097324610015,246097324610015+1823086+0,Grand Central,1577,1,,5,1,0
3,246097324610015,246097324610015+1823089+1,New Haven,1578,0,,16,1,1
3,246097324610015,246097324610015+1823092+0,Grand Central,1579,1,,5,1,0
3,246097324610015,246097324610015+1823095+0,Grand Central,1581,1,,5,1,0
3,246097324610015,246097324610015+1823098+0,New Haven,1582,0,,16,1,0
3,246097324610015,246097324610015+1823101+0,Grand Central,1583,1,,5,1,0
3,246097324610015,246097324610015+1823104+0,New Haven,1584,0,,16,1,0
3,246097324610015,246097324610015+1823108+0,New Haven,1586,0,,16,1,0
3,246097324610015,246097324610015+1823112+0,Grand Central,1587,1,,5,1,0
3,246097324610015,246097324610015+1823115+0,New Haven,1588,0,,16,1,0
3,246097324610015,246097324610015+1823118+0,New Haven,1590,0,,16,1,0
3,246097324610015,246097324610015+1823122+0,Grand Central,1591,1,,5,1,0
3,246097324610015,246097324610015+1823125+0,New Haven,1592,0,,16,1,0
3,246097324610015,246097324610015+1823128+0,New Haven,1594,0,,16,1,0
3,246097324610015,246097324610015+1823131+0,Grand Central,1595,1,,5,1,0
3,246097324610015,246097324610015+1823134+0,Grand Central,1597,1,,5,1,0
3,246097324610015,246097324610015+1823137+0,New Haven,1598,0,,16,1,0
3,246097324610015,246097324610015+1823140+0,Grand Central,1599,1,,5,1,0
3,246097324610015,246097324610015+1823143+1,Stamford,1633,1,,5,0,1
3,246097324610015,246097324610015+1823146+0,New Haven-State St,1638,0,,16,0,0
4,246097324610015,246097324610015+1823149+1,Grand Central,1707,1,,8,1,1
4,246097324610015,246097324610015+1823153+1,New Canaan,1710,0,,19,1,1
4,246097324610015,246097324610015+1823157+1,Grand Central,1711,1,,8,1,1
4,246097324610015,246097324610015+1823160+1,New Canaan,1712,0,,19,1,1
4,246097324610015,246097324610015+1823163+0,New Canaan,1716,0,,19,1,0
4,246097324610015,246097324610015+1823166+0,New Canaan,1718,0,,19,1,0
4,246097324610015,246097324610015+1823169+1,Grand Central,1723,1,,8,1,1
4,246097324610015,246097324610015+1823172+0,New Canaan,1726,0,,19,1,0
4,246097324610015,246097324610015+1823176+0,New Canaan,1730,0,,19,1,0
4,246097324610015,246097324610015+1823179+1,Grand Central,1731,1,,8,1,1
4,246097324610015,246097324610015+1823182+0,New Canaan,1734,0,,19,1,0
4,246097324610015,246097324610015+1823185+1,Grand Central,1735,1,,8,1,1
4,246097324610015,246097324610015+1823188+0,New Canaan,1738,0,,19,1,0
4,246097324610015,246097324610015+1823191+0,New Canaan,1740,0,,19,1,0
4,246097324610015,246097324610015+1823194+0,Stamford,1741,1,,8,1,0
4,246097324610015,246097324610015+1823197+0,Stamford,1745,1,,8,1,0
4,246097324610015,246097324610015+1823200+1,New Canaan,1750,0,,19,1,1
4,246097324610015,246097324610015+1823203+0,Stamford,1751,1,,8,1,0
4,246097324610015,246097324610015+1823206+1,New Canaan,1752,0,,19,1,1
4,246097324610015,246097324610015+1823209+0,Stamford,1755,1,,8,1,0
4,246097324610015,246097324610015+1823212+1,New Canaan,1758,0,,19,1,1
4,246097324610015,246097324610015+1823215+0,Stamford,1763,1,,8,1,0
4,246097324610015,246097324610015+1823218+0,Stamford,1767,1,,8,1,0
4,246097324610015,246097324610015+1823221+1,New Canaan,1770,0,,19,1,1
4,246097324610015,246097324610015+1823224+0,Stamford,1771,1,,8,1,0
4,246097324610015,246097324610015+1823227+1,New Canaan,1774,0,,19,1,1
4,246097324610015,246097324610015+1823230+0,Grand Central,1775,1,,8,1,0
4,246097324610015,246097324610015+1823233+0,Grand Central,1777,1,,8,1,0
4,246097324610015,246097324610015+1823236+1,New Canaan,1778,0,,19,1,1
4,246097324610015,246097324610015+1823239+0,New Canaan,1782,0,,19,1,0
4,246097324610015,246097324610015+1823242+0,New Canaan,1786,0,,19,1,0
4,246097324610015,246097324610015+1823245+0,Stamford,1787,1,,8,1,0
4,246097324610015,246097324610015+1823248+0,New Canaan,1790,0,,19,1,0
4,246097324610015,246097324610015+1823251+0,Stamford,1791,1,,8,1,0
4,246097324610015,246097324610015+1823254+0,New Canaan,1794,0,,19,1,0
4,246097324610015,246097324610015+1823256+0,Stamford,1795,1,,8,1,0
4,246097324610015,246097324610015+1823259+0,Stamford,1797,1,,8,1,0
4,246097324610015,246097324610015+1823262+0,New Canaan,1798,0,,19,1,0
4,246097324610015,246097324610015+1823264+0,Stamford,1799,1,,8,1,0
5,246097324610015,246097324610015+1823267+0,Danbury,1806,0,,21,1,0
5,246097324610015,246097324610015+1823270+1,Grand Central,1811,1,,10,1,1
5,246097324610015,246097324610015+1823273+0,Danbury,1812,0,,21,1,0
5,246097324610015,246097324610015+1823276+0,Danbury,1816,0,,21,1,0
5,246097324610015,246097324610015+1823279+1,Grand Central,1819,1,,10,1,1
5,246097324610015,246097324610015+1823283+0,Danbury,1822,0,,21,1,0
5,246097324610015,246097324610015+1823286+0,Danbury,1830,0,,21,1,0
5,246097324610015,246097324610015+1823289+1,Grand Central,1831,1,,10,1,1
5,246097324610015,246097324610015+1823292+1,South Norwalk,1837,1,,10,1,1
5,246097324610015,246097324610015+1823295+0,Danbury,1838,0,,21,1,0
5,246097324610015,246097324610015+1823298+1,Grand Central,1841,1,,10,1,1
5,246097324610015,246097324610015+1823301+0,Danbury,1844,0,,21,1,0
5,246097324610015,246097324610015+1823304+1,Danbury,1848,0,,21,1,1
5,246097324610015,246097324610015+1823307+0,Stamford,1849,1,,10,1,0
5,246097324610015,246097324610015+1823310+0,South Norwalk,1855,1,,10,1,0
5,246097324610015,246097324610015+1823313+1,Danbury,1860,0,,21,1,1
5,246097324610015,246097324610015+1823316+0,South Norwalk,1861,1,,10,1,0
5,246097324610015,246097324610015+1823319+0,South Norwalk,1867,1,,10,1,0
5,246097324610015,246097324610015+1823322+1,Danbury,1868,0,,21,1,1
5,246097324610015,246097324610015+1823325+0,Danbury,1874,0,,21,1,0
5,246097324610015,246097324610015+1823328+0,South Norwalk,1875,1,,10,1,0
5,246097324610015,246097324610015+1823331+0,South Norwalk,1881,1,,10,1,0
5,246097324610015,246097324610015+1823334+0,Danbury,1882,0,,21,1,0
5,246097324610015,246097324610015+1823337+0,Stamford,1889,1,,10,1,0
5,246097324610015,246097324610015+1823340+0,Danbury,1894,0,,21,1,0
5,246097324610015,246097324610015+1823342+0,South Norwalk,1897,1,,10,1,0
6,246097324610015,246097324610015+1823345+0,Waterbury,1902,0,,22,1,0
6,246097324610015,246097324610015+1823348+0,Waterbury,1908,0,,22,1,0
6,246097324610015,246097324610015+1823351+1,Bridgeport,1911,1,,11,1,1
6,246097324610015,246097324610015+1823354+0,Waterbury,1916,0,,22,1,0
6,246097324610015,246097324610015+1823357+0,Waterbury,1922,0,,22,1,0
6,246097324610015,246097324610015+1823360+1,Bridgeport,1925,1,,11,1,1
6,246097324610015,246097324610015+1823363+0,Waterbury,1928,0,,22,1,0
6,246097324610015,246097324610015+1823366+1,Bridgeport,1935,1,,11,1,1
6,246097324610015,246097324610015+1823369+0,Waterbury,1936,0,,22,1,0
6,246097324610015,246097324610015+1823372+0,Waterbury,1942,0,,22,1,0
6,246097324610015,246097324610015+1823375+0,Bridgeport,1949,1,,11,1,0
6,246097324610015,246097324610015+1823378+0,Waterbury,1956,0,,22,1,0
6,246097324610015,246097324610015+1823381+0,Bridgeport,1957,1,,11,1,0
6,246097324610015,246097324610015+1823384+0,Bridgeport,1965,1,,11,1,0
6,246097324610015,246097324610015+1823387+0,Bridgeport,1973,1,,11,1,0
6,246097324610015,246097324610015+1823390+0,Waterbury,1974,0,,22,1,0
6,246097324610015,246097324610015+1823393+0,Bridgeport,1979,1,,11,1,0
6,246097324610015,246097324610015+1823396+0,Bridgeport,1985,1,,11,1,0
6,246097324610015,246097324610015+1823399+0,Waterbury,1990,0,,22,1,0
6,246097324610015,246097324610015+1823402+0,Bridgeport,1991,1,,11,1,0
6,246097324610015,246097324610015+1823405+0,Bridgeport,1995,1,,11,1,0
6,246097324610015,246097324610015+1823408+0,Bridgeport,1997,1,,11,1,0
2,246097324610015,246097324610015+1823888+1,Grand Central,304,1,,3,1,1
2,246097324610015,246097324610015+1823893+1,Grand Central,306,1,,3,1,1
2,246097324610015,246097324610015+1823899+1,North White Plains,307,0,,14,1,1
2,246097324610015,246097324610015+1823902+1,Grand Central,308,1,,3,1,1
2,246097324610015,246097324610015+1823906+1,North White Plains,309,0,,14,1,1
2,246097324610015,246097324610015+1823915+1,Grand Central,310,1,,3,1,1
2,246097324610015,246097324610015+1823922+1,Grand Central,312,1,,3,1,1
2,246097324610015,246097324610015+1823933+1,Grand Central,314,1,,3,1,1
2,246097324610015,246097324610015+1823936+1,Grand Central,316,1,,3,1,1
2,246097324610015,246097324610015+1823953+1,Grand Central,324,1,,3,1,1
2,246097324610015,246097324610015+1823958+1,Grand Central,326,1,,3,1,1
2,246097324610015,246097324610015+1823961+1,Grand Central,328,1,,3,1,1
2,246097324610015,246097324610015+1823964+1,Grand Central,330,1,,3,1,1
2,246097324610015,246097324610015+1823979+1,Grand Central,332,1,,3,1,1
2,246097324610015,246097324610015+1823993+0,Grand Central,334,1,,3,1,0
3,246097324610015,246097324610015+1824013+1,Grand Central,3419,1,,5,1,1
2,246097324610015,246097324610015+1824019+0,North White Plains,343,0,,14,1,0
2,246097324610015,246097324610015+1824029+0,North White Plains,345,0,,14,1,0
2,246097324610015,246097324610015+1824032+1,North White Plains,349,0,,14,1,1
3,246097324610015,246097324610015+1824044+1,Grand Central,3507,1,,5,1,1
3,246097324610015,246097324610015+1824053+1,Grand Central,3511,1,,5,1,1
2,246097324610015,246097324610015+1824070+1,North White Plains,353,0,,14,1,1
3,246097324610015,246097324610015+1824076+1,Grand Central,3537,1,,5,1,1
3,246097324610015,246097324610015+1824079+0,New Haven,3538,0,,16,1,0
3,246097324610015,246097324610015+1824081+1,Grand Central,3539,1,,5,1,1
3,246097324610015,246097324610015+1824085+0,Grand Central,3541,1,,5,1,0
3,246097324610015,246097324610015+1824087+1,New Haven,3542,0,,16,1,1
3,246097324610015,246097324610015+1824091+1,New Haven,3546,0,,16,1,1
2,246097324610015,246097324610015+1824096+1,Crestwood,355,0,,14,1,1
3,246097324610015,246097324610015+1824106+1,New Haven,3568,0,,16,1,1
2,246097324610015,246097324610015+1824109+1,Crestwood,357,0,,14,1,1
3,246097324610015,246097324610015+1824112+1,New Haven,3570,0,,16,1,1
3,246097324610015,246097324610015+1824117+0,Grand Central,3581,1,,5,1,0
2,246097324610015,246097324610015+1824119+1,North White Plains,359,0,,14,1,1
2,246097324610015,246097324610015+1824122+1,Crestwood,361,0,,14,1,1
2,246097324610015,246097324610015+1824126+1,North White Plains,363,0,,14,1,1
2,246097324610015,246097324610015+1824129+1,Crestwood,365,0,,14,1,1
2,246097324610015,246097324610015+1824132+0,Grand Central,366,1,,3,1,0
2,246097324610015,246097324610015+1824135+1,Mt Vernon West,367,0,,14,1,1
2,246097324610015,246097324610015+1824139+0,Grand Central,368,1,,3,1,0
2,246097324610015,246097324610015+1824142+0,Grand Central,370,1,,3,1,0
2,246097324610015,246097324610015+1824155+1,North White Plains,373,0,,14,1,1
1,246097324610015,246097324610015+1824178+1,Grand Central,416,1,,1,1,1
1,246097324610015,246097324610015+1824191+1,Grand Central,426,1,,1,1,1
1,246097324610015,246097324610015+1824201+1,Grand Central,434,1,,1,1,1
1,246097324610015,246097324610015+1824206+1,Grand Central,436,1,,1,1,1
1,246097324610015,246097324610015+1824211+1,Grand Central,440,1,,1,1,1
1,246097324610015,246097324610015+1824214+0,Greystone,443,0,,12,1,0
2,246097324610015,246097324610015+1824236+1,Grand Central,4524,1,,3,1,1
2,246097324610015,246097324610015+1824249+1,North White Plains,4551,0,,14,1,1
2,246097324610015,246097324610015+1824272+1,Grand Central,4608,1,,3,1,1
1,246097324610015,246097324610015+1824277+1,Greystone,461,0,,12,1,1
2,246097324610015,246097324610015+1824299+0,Southeast,4635,0,,14,1,0
2,246097324610015,246097324610015+1824301+1,Grand Central,4636,1,,3,1,1
2,246097324610015,246097324610015+1824306+0,Grand Central,4644,1,,3,1,0
2,246097324610015,246097324610015+1824309+1,Southeast,4649,0,,14,1,1
1,246097324610015,246097324610015+1824312+1,Greystone,465,0,,12,1,1
2,246097324610015,246097324610015+1824320+1,Southeast,4661,0,,14,1,1
1,246097324610015,246097324610015+1824328+1,Greystone,469,0,,12,1,1
1,246097324610015,246097324610015+1824341+1,Grand Central,4720,1,,1,1,1
1,246097324610015,246097324610015+1824356+0,Grand Central,4744,1,,1,1,0
1,246097324610015,246097324610015+1824361+1,Croton-Harmon,4761,0,,12,1,1
1,246097324610015,246097324610015+1824365+1,Greystone,477,0,,12,1,1
1,246097324610015,246097324610015+1824396+0,Greystone,483,0,,12,1,0
1,246097324610015,246097324610015+1824401+0,Poughkeepsie,4835,0,,12,1,0
1,246097324610015,246097324610015+1824405+0,Grand Central,4844,1,,1,1,0
2,246097324610015,246097324610015+1824421+1,Southeast,4908,1,,3,1,1
2,246097324610015,246097324610015+1824430+0,Wassaic,4949,0,,14,1,0
2,246097324610015,246097324610015+1824436+0,Wassaic,4961,0,,14,1,0
2,246097324610015,246097324610015+1824441+0,Grand Central,500,1,,3,1,0
2,246097324610015,246097324610015+1824469+0,North White Plains,501,0,,14,1,0
2,246097324610015,246097324610015+1824472+1,Grand Central,502,1,,3,1,1
2,246097324610015,246097324610015+1824478+1,North White Plains,503,0,,14,1,1
2,246097324610015,246097324610015+1824482+1,Grand Central,504,1,,3,1,1
2,246097324610015,246097324610015+1824486+1,North White Plains,505,0,,14,1,1
2,246097324610015,246097324610015+1824490+1,Grand Central,506,1,,3,1,1
2,246097324610015,246097324610015+1824494+1,North White Plains,507,0,,14,1,1
